continent,location,date,population,new_vaccinations,rolling_vaccinations
Asia,Azerbaijan,31/1/2021,10139175,,0
Asia,Azerbaijan,1/2/2021,10139175,,0
Asia,Azerbaijan,2/2/2021,10139175,,0
Asia,Azerbaijan,3/2/2021,10139175,,0
Asia,Azerbaijan,4/2/2021,10139175,,0
Asia,Azerbaijan,5/2/2021,10139175,,0
Asia,Azerbaijan,6/2/2021,10139175,,0
Asia,Azerbaijan,7/2/2021,10139175,,0
Asia,Azerbaijan,8/2/2021,10139175,,0
Asia,Azerbaijan,9/2/2021,10139175,,0
Asia,Azerbaijan,10/2/2021,10139175,,0
Asia,Azerbaijan,11/2/2021,10139175,,0
Asia,Azerbaijan,12/2/2021,10139175,,0
Asia,Azerbaijan,13/2/2021,10139175,,0
Asia,Azerbaijan,14/2/2021,10139175,,0
Asia,Azerbaijan,15/2/2021,10139175,,0
Asia,Azerbaijan,16/2/2021,10139175,,0
Asia,Azerbaijan,17/2/2021,10139175,,0
Asia,Azerbaijan,18/2/2021,10139175,,0
Asia,Azerbaijan,19/2/2021,10139175,,0
Asia,Azerbaijan,20/2/2021,10139175,,0
Asia,Azerbaijan,21/2/2021,10139175,,0
Asia,Azerbaijan,22/2/2021,10139175,,0
Asia,Azerbaijan,23/2/2021,10139175,,0
Asia,Azerbaijan,24/2/2021,10139175,,0
Asia,Azerbaijan,25/2/2021,10139175,,0
Asia,Azerbaijan,26/2/2021,10139175,,0
Asia,Azerbaijan,27/2/2021,10139175,,0
Asia,Azerbaijan,28/2/2021,10139175,,0
Asia,Azerbaijan,1/3/2021,10139175,,0
Asia,Azerbaijan,2/3/2021,10139175,,0
Asia,Azerbaijan,3/3/2021,10139175,,0
Asia,Azerbaijan,4/3/2021,10139175,,0
Asia,Azerbaijan,5/3/2021,10139175,,0
Asia,Azerbaijan,6/3/2021,10139175,,0
Asia,Azerbaijan,7/3/2021,10139175,,0
Asia,Azerbaijan,8/3/2021,10139175,,0
Asia,Azerbaijan,9/3/2021,10139175,,0
Asia,Azerbaijan,10/3/2021,10139175,17139,17139
Asia,Azerbaijan,11/3/2021,10139175,8214,25353
Asia,Azerbaijan,12/3/2021,10139175,7039,32392
Asia,Azerbaijan,13/3/2021,10139175,6428,38820
Asia,Azerbaijan,14/3/2021,10139175,3270,42090
Asia,Azerbaijan,15/3/2021,10139175,,42090
Asia,Azerbaijan,16/3/2021,10139175,,42090
Asia,Azerbaijan,17/3/2021,10139175,,42090
Asia,Azerbaijan,18/3/2021,10139175,,42090
Asia,Azerbaijan,19/3/2021,10139175,,42090
Asia,Azerbaijan,20/3/2021,10139175,,42090
Asia,Azerbaijan,21/3/2021,10139175,,42090
Asia,Azerbaijan,22/3/2021,10139175,,42090
Asia,Azerbaijan,23/3/2021,10139175,,42090
Asia,Azerbaijan,24/3/2021,10139175,,42090
Asia,Azerbaijan,25/3/2021,10139175,,42090
Asia,Azerbaijan,26/3/2021,10139175,,42090
Asia,Azerbaijan,27/3/2021,10139175,,42090
Asia,Azerbaijan,28/3/2021,10139175,,42090
Asia,Azerbaijan,29/3/2021,10139175,,42090
Asia,Azerbaijan,30/3/2021,10139175,,42090
Asia,Azerbaijan,31/3/2021,10139175,,42090
Asia,Azerbaijan,1/4/2021,10139175,,42090
Asia,Azerbaijan,2/4/2021,10139175,32670,74760
Asia,Azerbaijan,3/4/2021,10139175,35780,110540
Asia,Azerbaijan,4/4/2021,10139175,22932,133472
Asia,Azerbaijan,5/4/2021,10139175,202,133674
Asia,Azerbaijan,6/4/2021,10139175,34344,168018
Asia,Azerbaijan,7/4/2021,10139175,43499,211517
Asia,Azerbaijan,8/4/2021,10139175,43698,255215
Asia,Azerbaijan,9/4/2021,10139175,42234,297449
Asia,Azerbaijan,10/4/2021,10139175,41827,339276
Asia,Azerbaijan,11/4/2021,10139175,23538,362814
Asia,Azerbaijan,12/4/2021,10139175,100,362914
Asia,Azerbaijan,13/4/2021,10139175,34976,397890
Asia,Azerbaijan,14/4/2021,10139175,31028,428918
Asia,Azerbaijan,15/4/2021,10139175,28600,457518
Asia,Azerbaijan,16/4/2021,10139175,27532,485050
Asia,Azerbaijan,17/4/2021,10139175,25711,510761
Asia,Azerbaijan,18/4/2021,10139175,12327,523088
Asia,Azerbaijan,19/4/2021,10139175,19,523107
Asia,Azerbaijan,20/4/2021,10139175,14830,537937
Asia,Azerbaijan,21/4/2021,10139175,14680,552617
Asia,Azerbaijan,22/4/2021,10139175,15077,567694
Asia,Azerbaijan,23/4/2021,10139175,14424,582118
Asia,Azerbaijan,24/4/2021,10139175,16090,598208
Asia,Azerbaijan,25/4/2021,10139175,10814,609022
Asia,Bangladesh,3/3/2020,164689383,,0
Asia,Bangladesh,4/3/2020,164689383,,0
Asia,Bangladesh,5/3/2020,164689383,,0
Asia,Bangladesh,6/3/2020,164689383,,0
Asia,Bangladesh,7/3/2020,164689383,,0
Asia,Bangladesh,8/3/2020,164689383,,0
Asia,Bangladesh,9/3/2020,164689383,,0
Asia,Bangladesh,10/3/2020,164689383,,0
Asia,Bangladesh,11/3/2020,164689383,,0
Asia,Bangladesh,12/3/2020,164689383,,0
Asia,Bangladesh,13/3/2020,164689383,,0
Asia,Bangladesh,14/3/2020,164689383,,0
Asia,Bangladesh,15/3/2020,164689383,,0
Asia,Bangladesh,16/3/2020,164689383,,0
Asia,Bangladesh,17/3/2020,164689383,,0
Asia,Bangladesh,18/3/2020,164689383,,0
Asia,Bangladesh,19/3/2020,164689383,,0
Asia,Bangladesh,20/3/2020,164689383,,0
Asia,Bangladesh,21/3/2020,164689383,,0
Asia,Bangladesh,22/3/2020,164689383,,0
Asia,Bangladesh,23/3/2020,164689383,,0
Asia,Bangladesh,24/3/2020,164689383,,0
Asia,Bangladesh,25/3/2020,164689383,,0
Asia,Bangladesh,26/3/2020,164689383,,0
Asia,Bangladesh,27/3/2020,164689383,,0
Asia,Bangladesh,28/3/2020,164689383,,0
Asia,Bangladesh,29/3/2020,164689383,,0
Asia,Bangladesh,30/3/2020,164689383,,0
Asia,Bangladesh,31/3/2020,164689383,,0
Asia,Bangladesh,1/4/2020,164689383,,0
Asia,Bangladesh,2/4/2020,164689383,,0
Asia,Bangladesh,3/4/2020,164689383,,0
Asia,Bangladesh,4/4/2020,164689383,,0
Asia,Bangladesh,5/4/2020,164689383,,0
Asia,Bangladesh,6/4/2020,164689383,,0
Asia,Bangladesh,7/4/2020,164689383,,0
Asia,Bangladesh,8/4/2020,164689383,,0
Asia,Bangladesh,9/4/2020,164689383,,0
Asia,Bangladesh,10/4/2020,164689383,,0
Asia,Bangladesh,11/4/2020,164689383,,0
Asia,Bangladesh,12/4/2020,164689383,,0
Asia,Bangladesh,13/4/2020,164689383,,0
Asia,Bangladesh,14/4/2020,164689383,,0
Asia,Bangladesh,15/4/2020,164689383,,0
Asia,Bangladesh,16/4/2020,164689383,,0
Asia,Bangladesh,17/4/2020,164689383,,0
Asia,Bangladesh,18/4/2020,164689383,,0
Asia,Bangladesh,19/4/2020,164689383,,0
Asia,Bangladesh,20/4/2020,164689383,,0
Asia,Bangladesh,21/4/2020,164689383,,0
Asia,Bangladesh,22/4/2020,164689383,,0
Asia,Bangladesh,23/4/2020,164689383,,0
Asia,Bangladesh,24/4/2020,164689383,,0
Asia,Bangladesh,25/4/2020,164689383,,0
Asia,Bangladesh,26/4/2020,164689383,,0
Asia,Bangladesh,27/4/2020,164689383,,0
Asia,Bangladesh,28/4/2020,164689383,,0
Asia,Bangladesh,29/4/2020,164689383,,0
Asia,Bangladesh,30/4/2020,164689383,,0
Asia,Bangladesh,1/5/2020,164689383,,0
Asia,Bangladesh,2/5/2020,164689383,,0
Asia,Bangladesh,3/5/2020,164689383,,0
Asia,Bangladesh,4/5/2020,164689383,,0
Asia,Bangladesh,5/5/2020,164689383,,0
Asia,Bangladesh,6/5/2020,164689383,,0
Asia,Bangladesh,7/5/2020,164689383,,0
Asia,Bangladesh,8/5/2020,164689383,,0
Asia,Bangladesh,9/5/2020,164689383,,0
Asia,Bangladesh,10/5/2020,164689383,,0
Asia,Bangladesh,11/5/2020,164689383,,0
Asia,Bangladesh,12/5/2020,164689383,,0
Asia,Bangladesh,13/5/2020,164689383,,0
Asia,Bangladesh,14/5/2020,164689383,,0
Asia,Bangladesh,15/5/2020,164689383,,0
Asia,Bangladesh,16/5/2020,164689383,,0
Asia,Bangladesh,17/5/2020,164689383,,0
Asia,Bangladesh,18/5/2020,164689383,,0
Asia,Bangladesh,19/5/2020,164689383,,0
Asia,Bangladesh,20/5/2020,164689383,,0
Asia,Bangladesh,21/5/2020,164689383,,0
Asia,Bangladesh,22/5/2020,164689383,,0
Asia,Bangladesh,23/5/2020,164689383,,0
Asia,Bangladesh,24/5/2020,164689383,,0
Asia,Bangladesh,25/5/2020,164689383,,0
Asia,Bangladesh,26/5/2020,164689383,,0
Asia,Bangladesh,27/5/2020,164689383,,0
Asia,Bangladesh,28/5/2020,164689383,,0
Asia,Bangladesh,29/5/2020,164689383,,0
Asia,Bangladesh,30/5/2020,164689383,,0
Asia,Bangladesh,31/5/2020,164689383,,0
Asia,Bangladesh,1/6/2020,164689383,,0
Asia,Bangladesh,2/6/2020,164689383,,0
Asia,Bangladesh,3/6/2020,164689383,,0
Asia,Bangladesh,4/6/2020,164689383,,0
Asia,Bangladesh,5/6/2020,164689383,,0
Asia,Bangladesh,6/6/2020,164689383,,0
Asia,Bangladesh,7/6/2020,164689383,,0
Asia,Bangladesh,8/6/2020,164689383,,0
Asia,Bangladesh,9/6/2020,164689383,,0
Asia,Bangladesh,10/6/2020,164689383,,0
Asia,Bangladesh,11/6/2020,164689383,,0
Asia,Bangladesh,12/6/2020,164689383,,0
Asia,Bangladesh,13/6/2020,164689383,,0
Asia,Bangladesh,14/6/2020,164689383,,0
Asia,Bangladesh,15/6/2020,164689383,,0
Asia,Bangladesh,16/6/2020,164689383,,0
Asia,Bangladesh,17/6/2020,164689383,,0
Asia,Bangladesh,18/6/2020,164689383,,0
Asia,Bangladesh,19/6/2020,164689383,,0
Asia,Bangladesh,20/6/2020,164689383,,0
Asia,Bangladesh,21/6/2020,164689383,,0
Asia,Bangladesh,22/6/2020,164689383,,0
Asia,Bangladesh,23/6/2020,164689383,,0
Asia,Bangladesh,24/6/2020,164689383,,0
Asia,Bangladesh,25/6/2020,164689383,,0
Asia,Bangladesh,26/6/2020,164689383,,0
Asia,Bangladesh,27/6/2020,164689383,,0
Asia,Bangladesh,28/6/2020,164689383,,0
Asia,Bangladesh,29/6/2020,164689383,,0
Asia,Bangladesh,30/6/2020,164689383,,0
Asia,Bangladesh,1/7/2020,164689383,,0
Asia,Bangladesh,2/7/2020,164689383,,0
Asia,Bangladesh,3/7/2020,164689383,,0
Asia,Bangladesh,4/7/2020,164689383,,0
Asia,Bangladesh,5/7/2020,164689383,,0
Asia,Bangladesh,6/7/2020,164689383,,0
Asia,Bangladesh,7/7/2020,164689383,,0
Asia,Bangladesh,8/7/2020,164689383,,0
Asia,Bangladesh,9/7/2020,164689383,,0
Asia,Bangladesh,10/7/2020,164689383,,0
Asia,Bangladesh,11/7/2020,164689383,,0
Asia,Bangladesh,12/7/2020,164689383,,0
Asia,Bangladesh,13/7/2020,164689383,,0
Asia,Bangladesh,14/7/2020,164689383,,0
Asia,Bangladesh,15/7/2020,164689383,,0
Asia,Bangladesh,16/7/2020,164689383,,0
Asia,Bangladesh,17/7/2020,164689383,,0
Asia,Bangladesh,18/7/2020,164689383,,0
Asia,Bangladesh,19/7/2020,164689383,,0
Asia,Bangladesh,20/7/2020,164689383,,0
Asia,Bangladesh,21/7/2020,164689383,,0
Asia,Bangladesh,22/7/2020,164689383,,0
Asia,Bangladesh,23/7/2020,164689383,,0
Asia,Bangladesh,24/7/2020,164689383,,0
Asia,Bangladesh,25/7/2020,164689383,,0
Asia,Bangladesh,26/7/2020,164689383,,0
Asia,Bangladesh,27/7/2020,164689383,,0
Asia,Bangladesh,28/7/2020,164689383,,0
Asia,Bangladesh,29/7/2020,164689383,,0
Asia,Bangladesh,30/7/2020,164689383,,0
Asia,Bangladesh,31/7/2020,164689383,,0
Asia,Bangladesh,1/8/2020,164689383,,0
Asia,Bangladesh,2/8/2020,164689383,,0
Asia,Bangladesh,3/8/2020,164689383,,0
Asia,Bangladesh,4/8/2020,164689383,,0
Asia,Bangladesh,5/8/2020,164689383,,0
Asia,Bangladesh,6/8/2020,164689383,,0
Asia,Bangladesh,7/8/2020,164689383,,0
Asia,Bangladesh,8/8/2020,164689383,,0
Asia,Bangladesh,9/8/2020,164689383,,0
Asia,Bangladesh,10/8/2020,164689383,,0
Asia,Bangladesh,11/8/2020,164689383,,0
Asia,Bangladesh,12/8/2020,164689383,,0
Asia,Bangladesh,13/8/2020,164689383,,0
Asia,Bangladesh,14/8/2020,164689383,,0
Asia,Bangladesh,15/8/2020,164689383,,0
Asia,Bangladesh,16/8/2020,164689383,,0
Asia,Bangladesh,17/8/2020,164689383,,0
Asia,Bangladesh,18/8/2020,164689383,,0
Asia,Bangladesh,19/8/2020,164689383,,0
Asia,Bangladesh,20/8/2020,164689383,,0
Asia,Bangladesh,21/8/2020,164689383,,0
Asia,Bangladesh,22/8/2020,164689383,,0
Asia,Bangladesh,23/8/2020,164689383,,0
Asia,Bangladesh,24/8/2020,164689383,,0
Asia,Bangladesh,25/8/2020,164689383,,0
Asia,Bangladesh,26/8/2020,164689383,,0
Asia,Bangladesh,27/8/2020,164689383,,0
Asia,Bangladesh,28/8/2020,164689383,,0
Asia,Bangladesh,29/8/2020,164689383,,0
Asia,Bangladesh,30/8/2020,164689383,,0
Asia,Bangladesh,31/8/2020,164689383,,0
Asia,Bangladesh,1/9/2020,164689383,,0
Asia,Bangladesh,2/9/2020,164689383,,0
Asia,Bangladesh,3/9/2020,164689383,,0
Asia,Bangladesh,4/9/2020,164689383,,0
Asia,Bangladesh,5/9/2020,164689383,,0
Asia,Bangladesh,6/9/2020,164689383,,0
Asia,Bangladesh,7/9/2020,164689383,,0
Asia,Bangladesh,8/9/2020,164689383,,0
Asia,Bangladesh,9/9/2020,164689383,,0
Asia,Bangladesh,10/9/2020,164689383,,0
Asia,Bangladesh,11/9/2020,164689383,,0
Asia,Bangladesh,12/9/2020,164689383,,0
Asia,Bangladesh,13/9/2020,164689383,,0
Asia,Bangladesh,14/9/2020,164689383,,0
Asia,Bangladesh,15/9/2020,164689383,,0
Asia,Bangladesh,16/9/2020,164689383,,0
Asia,Bangladesh,17/9/2020,164689383,,0
Asia,Bangladesh,18/9/2020,164689383,,0
Asia,Bangladesh,19/9/2020,164689383,,0
Asia,Bangladesh,20/9/2020,164689383,,0
Asia,Bangladesh,21/9/2020,164689383,,0
Asia,Bangladesh,22/9/2020,164689383,,0
Asia,Bangladesh,23/9/2020,164689383,,0
Asia,Bangladesh,24/9/2020,164689383,,0
Asia,Bangladesh,25/9/2020,164689383,,0
Asia,Bangladesh,26/9/2020,164689383,,0
Asia,Bangladesh,27/9/2020,164689383,,0
Asia,Bangladesh,28/9/2020,164689383,,0
Asia,Bangladesh,29/9/2020,164689383,,0
Asia,Bangladesh,30/9/2020,164689383,,0
Asia,Bangladesh,1/10/2020,164689383,,0
Asia,Bangladesh,2/10/2020,164689383,,0
Asia,Bangladesh,3/10/2020,164689383,,0
Asia,Bangladesh,4/10/2020,164689383,,0
Asia,Bangladesh,5/10/2020,164689383,,0
Asia,Bangladesh,6/10/2020,164689383,,0
Asia,Bangladesh,7/10/2020,164689383,,0
Asia,Bangladesh,8/10/2020,164689383,,0
Asia,Bangladesh,9/10/2020,164689383,,0
Asia,Bangladesh,10/10/2020,164689383,,0
Asia,Bangladesh,11/10/2020,164689383,,0
Asia,Bangladesh,12/10/2020,164689383,,0
Asia,Bangladesh,13/10/2020,164689383,,0
Asia,Bangladesh,14/10/2020,164689383,,0
Asia,Bangladesh,15/10/2020,164689383,,0
Asia,Bangladesh,16/10/2020,164689383,,0
Asia,Bangladesh,17/10/2020,164689383,,0
Asia,Bangladesh,18/10/2020,164689383,,0
Asia,Bangladesh,19/10/2020,164689383,,0
Asia,Bangladesh,20/10/2020,164689383,,0
Asia,Bangladesh,21/10/2020,164689383,,0
Asia,Bangladesh,22/10/2020,164689383,,0
Asia,Bangladesh,23/10/2020,164689383,,0
Asia,Bangladesh,24/10/2020,164689383,,0
Asia,Bangladesh,25/10/2020,164689383,,0
Asia,Bangladesh,26/10/2020,164689383,,0
Asia,Bangladesh,27/10/2020,164689383,,0
Asia,Bangladesh,28/10/2020,164689383,,0
Asia,Bangladesh,29/10/2020,164689383,,0
Asia,Bangladesh,30/10/2020,164689383,,0
Asia,Bangladesh,31/10/2020,164689383,,0
Asia,Bangladesh,1/11/2020,164689383,,0
Asia,Bangladesh,2/11/2020,164689383,,0
Asia,Bangladesh,3/11/2020,164689383,,0
Asia,Bangladesh,4/11/2020,164689383,,0
Asia,Bangladesh,5/11/2020,164689383,,0
Asia,Bangladesh,6/11/2020,164689383,,0
Asia,Bangladesh,7/11/2020,164689383,,0
Asia,Bangladesh,8/11/2020,164689383,,0
Asia,Bangladesh,9/11/2020,164689383,,0
Asia,Bangladesh,10/11/2020,164689383,,0
Asia,Bangladesh,11/11/2020,164689383,,0
Asia,Bangladesh,12/11/2020,164689383,,0
Asia,Bangladesh,13/11/2020,164689383,,0
Asia,Bangladesh,14/11/2020,164689383,,0
Asia,Bangladesh,15/11/2020,164689383,,0
Asia,Bangladesh,16/11/2020,164689383,,0
Asia,Bangladesh,17/11/2020,164689383,,0
Asia,Bangladesh,18/11/2020,164689383,,0
Asia,Bangladesh,19/11/2020,164689383,,0
Asia,Bangladesh,20/11/2020,164689383,,0
Asia,Bangladesh,21/11/2020,164689383,,0
Asia,Bangladesh,22/11/2020,164689383,,0
Asia,Bangladesh,23/11/2020,164689383,,0
Asia,Bangladesh,24/11/2020,164689383,,0
Asia,Bangladesh,25/11/2020,164689383,,0
Asia,Bangladesh,26/11/2020,164689383,,0
Asia,Bangladesh,27/11/2020,164689383,,0
Asia,Bangladesh,28/11/2020,164689383,,0
Asia,Bangladesh,29/11/2020,164689383,,0
Asia,Bangladesh,30/11/2020,164689383,,0
Asia,Bangladesh,1/12/2020,164689383,,0
Asia,Bangladesh,2/12/2020,164689383,,0
Asia,Bangladesh,3/12/2020,164689383,,0
Asia,Bangladesh,4/12/2020,164689383,,0
Asia,Bangladesh,5/12/2020,164689383,,0
Asia,Bangladesh,6/12/2020,164689383,,0
Asia,Bangladesh,7/12/2020,164689383,,0
Asia,Bangladesh,8/12/2020,164689383,,0
Asia,Bangladesh,9/12/2020,164689383,,0
Asia,Bangladesh,10/12/2020,164689383,,0
Asia,Bangladesh,11/12/2020,164689383,,0
Asia,Bangladesh,12/12/2020,164689383,,0
Asia,Bangladesh,13/12/2020,164689383,,0
Asia,Bangladesh,14/12/2020,164689383,,0
Asia,Bangladesh,15/12/2020,164689383,,0
Asia,Bangladesh,16/12/2020,164689383,,0
Asia,Bangladesh,17/12/2020,164689383,,0
Asia,Bangladesh,18/12/2020,164689383,,0
Asia,Bangladesh,19/12/2020,164689383,,0
Asia,Bangladesh,20/12/2020,164689383,,0
Asia,Bangladesh,21/12/2020,164689383,,0
Asia,Bangladesh,22/12/2020,164689383,,0
Asia,Bangladesh,23/12/2020,164689383,,0
Asia,Bangladesh,24/12/2020,164689383,,0
Asia,Bangladesh,25/12/2020,164689383,,0
Asia,Bangladesh,26/12/2020,164689383,,0
Asia,Bangladesh,27/12/2020,164689383,,0
Asia,Bangladesh,28/12/2020,164689383,,0
Asia,Bangladesh,29/12/2020,164689383,,0
Asia,Bangladesh,30/12/2020,164689383,,0
Asia,Bangladesh,31/12/2020,164689383,,0
Asia,Bangladesh,1/1/2021,164689383,,0
Asia,Bangladesh,2/1/2021,164689383,,0
Asia,Bangladesh,3/1/2021,164689383,,0
Asia,Bangladesh,4/1/2021,164689383,,0
Asia,Bangladesh,5/1/2021,164689383,,0
Asia,Bangladesh,6/1/2021,164689383,,0
Asia,Bangladesh,7/1/2021,164689383,,0
Asia,Bangladesh,8/1/2021,164689383,,0
Asia,Bangladesh,9/1/2021,164689383,,0
Asia,Bangladesh,10/1/2021,164689383,,0
Asia,Bangladesh,11/1/2021,164689383,,0
Asia,Bangladesh,12/1/2021,164689383,,0
Asia,Bangladesh,13/1/2021,164689383,,0
Asia,Bangladesh,14/1/2021,164689383,,0
Asia,Bangladesh,15/1/2021,164689383,,0
Asia,Bangladesh,16/1/2021,164689383,,0
Asia,Bangladesh,17/1/2021,164689383,,0
Asia,Bangladesh,18/1/2021,164689383,,0
Asia,Bangladesh,19/1/2021,164689383,,0
Asia,Bangladesh,20/1/2021,164689383,,0
Asia,Bangladesh,21/1/2021,164689383,,0
Asia,Bangladesh,22/1/2021,164689383,,0
Asia,Bangladesh,23/1/2021,164689383,,0
Asia,Bangladesh,24/1/2021,164689383,,0
Asia,Bangladesh,25/1/2021,164689383,,0
Asia,Bangladesh,26/1/2021,164689383,,0
Asia,Bangladesh,27/1/2021,164689383,26,26
Asia,Bangladesh,28/1/2021,164689383,541,567
Asia,Bangladesh,29/1/2021,164689383,,567
Asia,Bangladesh,30/1/2021,164689383,,567
Asia,Bangladesh,31/1/2021,164689383,,567
Asia,Bangladesh,1/2/2021,164689383,,567
Asia,Bangladesh,2/2/2021,164689383,,567
Asia,Bangladesh,3/2/2021,164689383,,567
Asia,Bangladesh,4/2/2021,164689383,,567
Asia,Bangladesh,5/2/2021,164689383,,567
Asia,Bangladesh,6/2/2021,164689383,,567
Asia,Bangladesh,7/2/2021,164689383,,567
Asia,Bangladesh,8/2/2021,164689383,,567
Asia,Bangladesh,9/2/2021,164689383,,567
Asia,Bangladesh,10/2/2021,164689383,158451,159018
Asia,Bangladesh,11/2/2021,164689383,,159018
Asia,Bangladesh,12/2/2021,164689383,,159018
Asia,Bangladesh,13/2/2021,164689383,,159018
Asia,Bangladesh,14/2/2021,164689383,169353,328371
Asia,Bangladesh,15/2/2021,164689383,226678,555049
Asia,Bangladesh,16/2/2021,164689383,226902,781951
Asia,Bangladesh,17/2/2021,164689383,226755,1008706
Asia,Bangladesh,18/2/2021,164689383,261945,1270651
Asia,Bangladesh,19/2/2021,164689383,,1270651
Asia,Bangladesh,20/2/2021,164689383,,1270651
Asia,Bangladesh,21/2/2021,164689383,,1270651
Asia,Bangladesh,22/2/2021,164689383,,1270651
Asia,Bangladesh,23/2/2021,164689383,182896,1453547
Asia,Bangladesh,24/2/2021,164689383,181985,1635532
Asia,Bangladesh,25/2/2021,164689383,177902,1813434
Asia,Bangladesh,26/2/2021,164689383,,1813434
Asia,Bangladesh,27/2/2021,164689383,,1813434
Asia,Bangladesh,28/2/2021,164689383,125752,1939186
Asia,Bangladesh,1/3/2021,164689383,,1939186
Asia,Bangladesh,2/3/2021,164689383,,1939186
Asia,Bangladesh,3/3/2021,164689383,,1939186
Asia,Bangladesh,4/3/2021,164689383,,1939186
Asia,Bangladesh,5/3/2021,164689383,,1939186
Asia,Bangladesh,6/3/2021,164689383,,1939186
Asia,Bangladesh,7/3/2021,164689383,,1939186
Asia,Bangladesh,8/3/2021,164689383,,1939186
Asia,Bangladesh,9/3/2021,164689383,,1939186
Asia,Bangladesh,10/3/2021,164689383,,1939186
Asia,Bangladesh,11/3/2021,164689383,,1939186
Asia,Bangladesh,12/3/2021,164689383,,1939186
Asia,Bangladesh,13/3/2021,164689383,,1939186
Asia,Bangladesh,14/3/2021,164689383,,1939186
Asia,Bangladesh,15/3/2021,164689383,,1939186
Asia,Bangladesh,16/3/2021,164689383,,1939186
Asia,Bangladesh,17/3/2021,164689383,,1939186
Asia,Bangladesh,18/3/2021,164689383,,1939186
Asia,Bangladesh,19/3/2021,164689383,,1939186
Asia,Bangladesh,20/3/2021,164689383,,1939186
Asia,Bangladesh,21/3/2021,164689383,,1939186
Asia,Bangladesh,22/3/2021,164689383,,1939186
Asia,Bangladesh,23/3/2021,164689383,,1939186
Asia,Bangladesh,24/3/2021,164689383,,1939186
Asia,Bangladesh,25/3/2021,164689383,70407,2009593
Asia,Bangladesh,26/3/2021,164689383,,2009593
Asia,Bangladesh,27/3/2021,164689383,,2009593
Asia,Bangladesh,28/3/2021,164689383,,2009593
Asia,Bangladesh,29/3/2021,164689383,,2009593
Asia,Bangladesh,30/3/2021,164689383,,2009593
Asia,Bangladesh,31/3/2021,164689383,,2009593
Asia,Bangladesh,1/4/2021,164689383,42260,2051853
Asia,Bangladesh,2/4/2021,164689383,,2051853
Asia,Bangladesh,3/4/2021,164689383,,2051853
Asia,Bangladesh,4/4/2021,164689383,45538,2097391
Asia,Bangladesh,5/4/2021,164689383,41322,2138713
Asia,Bangladesh,6/4/2021,164689383,,2138713
Asia,Bangladesh,7/4/2021,164689383,,2138713
Asia,Bangladesh,8/4/2021,164689383,96127,2234840
Asia,Bangladesh,9/4/2021,164689383,,2234840
Asia,Bangladesh,10/4/2021,164689383,,2234840
Asia,Bangladesh,11/4/2021,164689383,189348,2424188
Asia,Bangladesh,12/4/2021,164689383,161335,2585523
Asia,Bangladesh,13/4/2021,164689383,,2585523
Asia,Bangladesh,14/4/2021,164689383,,2585523
Asia,Bangladesh,15/4/2021,164689383,,2585523
Asia,Bangladesh,16/4/2021,164689383,,2585523
Asia,Bangladesh,17/4/2021,164689383,,2585523
Asia,Bangladesh,18/4/2021,164689383,,2585523
Asia,Bangladesh,19/4/2021,164689383,,2585523
Asia,Bangladesh,20/4/2021,164689383,,2585523
Asia,Bangladesh,21/4/2021,164689383,,2585523
Asia,Bangladesh,22/4/2021,164689383,,2585523
Asia,Bangladesh,23/4/2021,164689383,,2585523
Asia,Bangladesh,24/4/2021,164689383,,2585523
Asia,Bangladesh,25/4/2021,164689383,191090,2776613
Asia,Bangladesh,26/4/2021,164689383,132248,2908861
"North America",Barbados,17/3/2020,287371,,0
"North America",Barbados,18/3/2020,287371,,0
"North America",Barbados,19/3/2020,287371,,0
"North America",Barbados,20/3/2020,287371,,0
"North America",Barbados,21/3/2020,287371,,0
"North America",Barbados,22/3/2020,287371,,0
"North America",Barbados,23/3/2020,287371,,0
"North America",Barbados,24/3/2020,287371,,0
"North America",Barbados,25/3/2020,287371,,0
"North America",Barbados,26/3/2020,287371,,0
"North America",Barbados,27/3/2020,287371,,0
"North America",Barbados,28/3/2020,287371,,0
"North America",Barbados,29/3/2020,287371,,0
"North America",Barbados,30/3/2020,287371,,0
"North America",Barbados,31/3/2020,287371,,0
"North America",Barbados,1/4/2020,287371,,0
"North America",Barbados,2/4/2020,287371,,0
"North America",Barbados,3/4/2020,287371,,0
"North America",Barbados,4/4/2020,287371,,0
"North America",Barbados,5/4/2020,287371,,0
"North America",Barbados,6/4/2020,287371,,0
"North America",Barbados,7/4/2020,287371,,0
"North America",Barbados,8/4/2020,287371,,0
"North America",Barbados,9/4/2020,287371,,0
"North America",Barbados,10/4/2020,287371,,0
"North America",Barbados,11/4/2020,287371,,0
"North America",Barbados,12/4/2020,287371,,0
"North America",Barbados,13/4/2020,287371,,0
"North America",Barbados,14/4/2020,287371,,0
"North America",Barbados,15/4/2020,287371,,0
"North America",Barbados,16/4/2020,287371,,0
"North America",Barbados,17/4/2020,287371,,0
"North America",Barbados,18/4/2020,287371,,0
"North America",Barbados,19/4/2020,287371,,0
"North America",Barbados,20/4/2020,287371,,0
"North America",Barbados,21/4/2020,287371,,0
"North America",Barbados,22/4/2020,287371,,0
"North America",Barbados,23/4/2020,287371,,0
"North America",Barbados,24/4/2020,287371,,0
"North America",Barbados,25/4/2020,287371,,0
"North America",Barbados,26/4/2020,287371,,0
"North America",Barbados,27/4/2020,287371,,0
"North America",Barbados,28/4/2020,287371,,0
"North America",Barbados,29/4/2020,287371,,0
